Title,Company,Location,Experience,Studies-level,Domain,Requirements,Contract,Links,Date
Administrateur N2 confirmé Tools (H/F) - Fès,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", Moins de 1 an ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Poste :L’administrateur Tools est responsable du maintien en condition opérationnel sur les périmètres suivants : BDD, stockage, sauvegarde et Linux ainsi que la résolution des incidents mineurs ou majeures, coordonner avec les différentes équipes de support interne ou tierces pour garantir une plateforme opérationnelle.Il/elle est responsable d’implementer les changements avec une compléxité minueure ou moyenne.Fonctions et responsabilitésRespect des SLA de support du MCO sur les périmètres : BDD, Stockage, Sauvegarde, LinuxMise en place de la supervision des baieMaintenir les contacts des integrateurs dans chaque pays pour les soliciter au besoinCoordonner et suivre les actes de proximité liés au stockage.Réaliser les changements et les demandes de Build dans les délais agréés.Docuemnter les procédures N1, et N2 des taches réccurentesMonter en compétences et accompagner les plus juniors de l’équipe RéseauAssister les differents projets dans les mises en production ou dans les taches de migration vers le Cloud Google.Maintien des document HLD et LLD des solutions mise en place.",CDI,https://www.rekrute.com/offre-emploi-administrateur-n2-confirme-tools-hf-recrutement-cgi-technologies-et-solutions-maroc-fes-129040.html,16/09/2021
INGÉNIEUR CONCEPTEUR DÉVELOPPEUR MICROSOFT DYNAMICS CRM/365 (H/F) - Rabat,SQLI Maroc,"Bâtiments 1 et 2, ""Mahaj Ryad Center Bureaux"" Hay Ryad", De 3 à 5 ans ,Bac +5 et plus,Informatique,"Vous totalisez 3 années d'expérience et maitrisez les sujets suivants :Connaissances des modules et flux de bases d’un CRM (Sales, Service, Field Servie, Marketing)Paramétrages (Entity Management, Business Rules, Ribbon Management, Relationships, ...)Security Management (Business Unit, Security Roles, Field Security, Hierarchy Security, Sharing, Access Team)Processes et différences entre les types de processes, Développement PluginsDynamics API (C#, JS & WCF Services)Reports, Views & Dashboards Management (SQL Based reports, FetchXML Based reports, Word Template, Excel Template, Power BI, views, charts, Dashboard)Data Managements (Export, Import, Data Model)Power Apps (souhaitable)Et une maitrise de :Dynamics CRM 2013, 2015, 2016 et 365 (Online / On-Premise).NET 4.0, 4.5 (C#)HTML 5 / CSS / JSSQL ServerSSIS & SSRSJoin Us and Let's Play the Digital Game !",CDI,https://www.rekrute.com/offre-emploi-ingenieur-concepteur-developpeur-microsoft-dynamics-crm365-hf-recrutement-sqli-maroc-rabat-129034.html,16/09/2021
Concepteur/Développeur PHP (symfony) - Rabat,Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 5 à 10 ans ,Bac +5 et plus,Informatique,"De formation Bac +5 (école d'ingénieurs ou équivalent universitaire),Il possède une ou plusieurs expériences significatives de 5 ans ou plus en analyse, conception, développement, intégration et déploiement d’application PHP avec une bonne maitrise du Framework SymfonyCompétences recherchées : Étude et cadrage de besoin.Rédaction des spécifications.Réalisation des études techniques.Maitrise des langages : PHPBonne connaissance du Framework « Symfony »BDD : MySQL/MariadbCompétences Indispensables:SYMFONY : 4 ansPHP 7 : 1 ansConnaissances souhaitées : JQuery,Bootstrap v3Scripting ShellBon relationnel.Bonne communication.MARIADB",CDI,https://www.rekrute.com/offre-emploi-concepteurdeveloppeur-php-symfony-recrutement-sofrecom-services-maroc-rabat-129032.html,16/09/2021
Développeur PHP-Elasticsearch - Casablanca,Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formation supérieure en Informatique, vous disposez d’une expérience de 5 ans et plus dans un poste similaire.Compétences recherchées :Solides compétences en environnement Linux/Unix et logicielles.ElasticSearch (création de requêtes ; cluster, indexation, etc.)DockerGit/Gitlab et/ou JiraEtre autonome, proactif et curieux.Un plus serait de connaitre NodeJS.",CDI,https://www.rekrute.com/offre-emploi-developpeur-php-elasticsearch-recrutement-sofrecom-services-maroc-casablanca-129017.html,16/09/2021
Ingénieur Etude et Développement PHP Confirmé (H/F) - Rabat,Oceane Consulting,8 Rue adi el haraki Ex calavon quartier des hopitaux, De 3 à 5 ans ,Bac +5 et plus,Informatique,"Titulaire d'une formation en Développement InformatiqueExpérience confirmée (au moins 3 ans) dans le développement libreExpert en langage PHP, Symfony et JavascriptUne maîtrise ExtJS et AngularJS serait un plusMaitrise des bases de données sous MySQLConnaissance en Azure DevOps (nouvelle version de TFS) Méthodique, rigoureux, autonomeExpérimenté les processus de gestion de projet en méthodologie AGILE(Scrum).Excellentes qualités relationnelles, de fortes capacités d'écoute et d'un bon esprit d'équipe",CDI,https://www.rekrute.com/offre-emploi-ingenieur-etude-et-developpement-php-confirme-hf-recrutement-oceane-consulting-rabat-129016.html,16/09/2021
Ingénieur Devops Confirmé - Rabat,OBS,"Technopolis ,11100 Sala Al Jadida, Maroc .", De 3 à 5 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Formation informatiqueExpérience de 3 ans minimum en tant qu'expert DevOpsMaitrise et mise en oeuvre de plusieurs outils de CI/CDTravail en équipe, en mode projet, en réseauCapacités à rédiger, présenter, argumenter en français et en anglaisCuriosité pour le domaine des technologies de l’informationCapacités de coordination, d’apprentissage et de partage de connaissancesExpérience de développement en mode agileVos connaissances:Méthodologies devops, agileInfrastructures Cloud (Openstack, Kubernetes, …)Connaissance du domaine du système d’informationTechnologies et outils : Ansible, AWX, Git, Gitlab CI/CD, Nexus, Jenkins, Kubernetes,Docker, Python, PostgreSQL, Terraform, Nagios, Prometheus, Grafana, Sonarcube, ZAP, Selenium, Robot framework, Checkmarx, JiraLe plus de l’offre:Vous aurez l’occasion d’être au cœur de la transformation du système d’information d’OBS, d’accompagner les équipes projets dans la mise en place des solutions DevOps, de construire les évolutions de demain",CDI,https://www.rekrute.com/offre-emploi-ingenieur-devops-confirme-recrutement-obs-rabat-129015.html,16/09/2021
Développeurs seniors Java JEE (F/H) - Rabat,null,"Angle avenues Fal Ould Oumeir et Oqba, Agdal", De 5 à 10 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Le profil des consultants recherchés:• Diplôme d'Ingénieur en informatique (Bac+5) ou équivalent• Expérience minimum de 5 ans dans le développement Java (JEE, Spring Boot, ...) ;• Atouts personnels : Rigoureux, Organisé, Méthodique, Bon relationnel ….",CDI,https://www.rekrute.com/offre-emploi-developpeurs-seniors-java-jee-fh-recrutement-sis-consultants-rabat-129013.html,16/09/2021
Administrateur Unix et base de données Oracle - Casablanca,Atos ,Parc Casanearshore Sidi Maârouf, De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formationBac+4/5, vous avez acquis une expérience minimum de 3 ans dans des fonctions similaires.Compténeces techniques :Une parfaite maitrise des environnements AIX, Unix;Maitrise du scripting shell Unix et Windows ;Bonnes connaissances en administration des bases de données Oracle.",CDI,https://www.rekrute.com/offre-emploi-administrateur-unix-et-base-de-donnees-oracle-recrutement-atos-casablanca-129006.html,16/09/2021
Consultant SAP BW (H/F) - Casablanca,CGI Technologies et Solutions Maroc,"1100, bd El Qods (Sidi Maârouf), Casanearshore, bât. shore 5, 2°ét.	, Sidi Maarouf", De 3 à 5 ans ,Bac +5 et plus,Informatique,"Poste :Dans le cadre de son développement , CGI recrute un Consultant SAP BWafin d’effectuer un court transfert de connaissance avec le prestataire auprès duquel nous effectuons une transition.Par la suite le consultant interviendra sur la gestion du RUN (traitement d’incidents) ainsi que sur le BUILD (évolutions).RESPONSABILITÉS ET TÂCHES PRINCIPALES:Traiter les demandes de gestion d’incidents sur l’outil JIRA en respectant les SLA.Analyserconcevoirdéveloppertester et livrer les éléments en réponse aux demandes d’évolution",CDI,https://www.rekrute.com/offre-emploi-consultant-sap-bw-hf-recrutement-cgi-technologies-et-solutions-maroc-casablanca-129014.html,16/09/2021
Stagiaire Développeur Java JEE - Casablanca,Altados,"3 rue Van Zeeland, angle bd Abdelmoumen 7ème étage, Casablanca", De 1 à 3 ans ,Bac +3,Informatique,"Vous être de formation Bac +2/3, avec idéalement une expérience en stage/freelance en développement JAVA JEE La maitrise du JAVA JEE est obligatoire La maitrise du PHP est souhaitable La maîtrise des bases de données être autonome et créatif ouvert à l'apprentissage et motivéMode de travail : Télétravail durant la conjoncture actuelle avec possibilité de travail présentiel",Stage,https://www.rekrute.com/offre-emploi-stagiaire-developpeur-java-jee-recrutement-altados-casablanca-128398.html,16/09/2021
MON-Testeur junior - CDI - - Casablanca,Altados,"3 rue Van Zeeland, angle bd Abdelmoumen 7ème étage, Casablanca", De 1 à 3 ans ,Bac +5 et plus,Informatique,Niveau d'études : BAC+5Expérience en Testing entre 1 ans et 2 ansAnglais courant : à l'écrit et à l'oralConnaissances techniques souhaitable (JAVA et PLSQL)Bonne maitrise du langage de programmation CMaitrise des outilsDevOps : Jenkins et JiraExpérience souhaitable en monétique,CDI,https://www.rekrute.com/offre-emploi-mon-testeur-junior---cdi---recrutement-altados-casablanca-128121.html,16/09/2021
MON-ingénieur Projet monétique -CDI- - Casablanca,Altados,"3 rue Van Zeeland, angle bd Abdelmoumen 7ème étage, Casablanca", De 3 à 5 ans ,Bac +5 et plus,Informatique,"Profil : Lauréat d'une école d'ingénierie en développement informatique. Vous avez au minimum 3ans d’expérience dans la conduite fonctionnelle des projets et la gestion de la relation client. Orienté Back End Compétences techniques : :PL/SQL, Oracle, webservices Une expérience en monétique est souhaitable un bon esprit de synthèse et une aisance relationnelle. Anglais courant : à l'écrit et à l'oral",CDI,https://www.rekrute.com/offre-emploi-mon-ingenieur-projet-monetique--cdi--recrutement-altados-casablanca-128625.html,16/09/2021
Ingénieur d'étude et développement - Salé (Technopolis),Novec,"Park Technopolis , imm. Novec", Moins de 1 an ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Bac+5 en génie logiciel d'une grande école d'ingénieurs ou équivalent.Connaissances en:C#.NET, ASP.NET Core, MVC, WCFVisual studio 2019Entity frameworkJavaScriptJQueryBootsrapHTML, CSSVSS/ TFSSQL ServerM2thode agile/ ScrumGitDes connaissance en Angular JS seraient un atout",CDI,https://www.rekrute.com/offre-emploi-ingenieur-detude-et-developpement-recrutement-novec-sale-technopolis-129021.html,16/09/2021
Chef de projet monétique (H/F) - Casablanca,INTM Mediterranée,"Nearshore Park, 1100, Bd Alquods, Shore 2, Plateau 001, Quartier Sidi Maarouf", De 10 à 20 ans ,Bac +5 et plus,Informatique,"De formation Bac+ 5 Grande école d’ingénieurs, vous justifiez d'une expérience de 10ans minimumsur des projets monétique;Compétences techniques :- Maîtrise des domaines Acquisition et Emission- Maîtrise du protocole Aptra NDC+- Connaissance du protocole Diego- Connaissance de l’application Aptra LISA- Maîtrise du Cycle de personnalisation de la carte- Connaissance sur les modes opérateurs GAB (NCR, DN et autres)- Maîtrise du process de certifications Schems- Maîtrise de la compensation GIM/Visa/Mastercard- Connaissances en infra fortement souhaitables- Expérience AMOA fortement souhaitableQualités recherchées :- Autonomie- Rigueur- Capacité d’analyse- Force de proposition- Esprit d’équipe",CDI,https://www.rekrute.com/offre-emploi-chef-de-projet-monetique-hf-recrutement-intm-mediterranee-casablanca-128997.html,15/09/2021
Directeur de projet SAP H/F - CASABLANCA,Groupe Adaming,"Abou Bakr El Kadiri, Immeuble OTIS (étage 4) ZENITH,", De 5 à 10 ans ,Bac +5 et plus,Informatique,"• De formation supérieure en informatique, ingénieur ou équivalent, vous justifiez d’une expérience de plus de 5 ans dans le pilotage de projet SAP (Logistique et Finance) ;• Vous avez une bonne vision traverse des processus métier de l’entreprise et avez acquis une bonne connaissance de l’ensemble des modules fonctionnels de SAP et leur intégration (SD/MM/WM/FI/CO) ;• Vous savez structurer, planifier et piloter un projet SAP sur toutes ses dimensions y compris organisationnelle / gestion du changement, solution, technique et migration des données ;• Vous faites preuve de leadership, vous êtes force de proposition et êtes reconnu par vos qualités de négociation et de relation client ;• L’esprit d’équipe et le sens du service sont importants pour vous ;• Une expérience offshore ou internationale serait un vrai plus.",CDI,https://www.rekrute.com/offre-emploi-directeur-de-projet-sap-hf-recrutement-groupe-adaming-casablanca-128993.html,15/09/2021
Développeur PHP Elastic Search - Sala al jadida (Technopolis),Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 3 à 5 ans ,Bac +5 et plus,Informatique,"• Solides compétences en environnement Linux/Unix et logicielles.• ElasticSearch (création de requêtes ; cluster, indexation, etc.)• Docker• Git/Gitlab et/ou Jira• Etre autonome, proactif et curieux.• Un plus serait de connaitre NodeJS.• Des compétences fullstack sont également souhaitées pour maîtriser la chaine de bout en bout (dev, ops, test).",CDI,https://www.rekrute.com/offre-emploi-developpeur-php-elastic-search-recrutement-sofrecom-services-maroc-sala-al-jadida-technopolis-128983.html,15/09/2021
Business Analyst - Casablanca,Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formation supérieure de niveau Bac+5 ou plus en informatique, vous avez une première expérience de 3 ans dans la conception et administration des catalogues et dans les systèmes d’information des opérateurs télécom.Compétences recherchées :Vous avez une expérience dans le monde des télécoms.Vous avez acquis une bonne connaissance transverse et Technico-fonctionnelle des briques majeures d’un système d’information (Prise de commande, Livraison, Facturation, ….)Vous avez au moins une expérience professionnelle dans une activité de configuration et paramétrage.Vous êtes habitués à manipuler des données sensiblesVous avez une capacité reconnue à travailler en transverse, à obtenir et intégrer des contributions, à communiquer et à coordonner entre de nombreux acteurs (métiers, marketing et ceux du système d’information en particulier).Vous aimez travailler dans un environnement dynamique au service du business (Etre réactif et s’adapter au changement)Vous avez un vrai sens d’engagement et un grand esprit d’équipe.Vous maitrisez parfaitement le français à l’écrit et à l’oral.Vous utilisez Excel et les outils microsoft (acces,..)Vous avez de bonnes connaissances du langage SQLUne expérience sur le paramétrage IN ou un logiciel de rating serait un atout",CDI,https://www.rekrute.com/offre-emploi-business-analyst-recrutement-sofrecom-services-maroc-casablanca-127457.html,15/09/2021
Coach Craftsmanship - Casablanca,Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 5 à 10 ans ,Bac +5 et plus,Informatique,"De formation Bac+5 en Informatique, vous justifiez d'une expérience professionnelle de 5 ans avec une expertise en développement logiciel.Compétences techniques :Une grande expérience en développement logicielMaitriser les 4 principes craftsmanshipExpert sur les Bonnes pratiques de développement (TDD/BDD/DDD/Clean Code)Expert sur les design patterns et principes d'architecture logicielleCapacité à s’imprégner des contextes projetConnaissance des méthodes de développement agilesMaitrise du DevOpsMaitriser les principes du Clean architectureMaitrise des items à prendre en compte dans un projet de développement : Exception Handling & journalisation, performance, sécuritéSoft skills :Un bon pédagogueCapacité d'écoute et de persuasionCapacité à s’imprégner des contextes projetCapacité à faire du Craft sans le direCapacité à diffuser l’état d’esprit et le « pourquoi » du craftsmanship",CDI,https://www.rekrute.com/offre-emploi-coach-craftsmanship-recrutement-sofrecom-services-maroc-casablanca-128301.html,15/09/2021
Ingénieur Industrialisation Data & BI - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Ingénieur ou Bac+5 en BI ou Informatique Décisionnelle (ou tout diplôme équivalent) avec min 1 an d’expérience sur du développement Microsoft BI (ETL: SSIS, Datavisualisation: Power BI...) /( (Infra et cycle BI)Compétences requises :Modéliser et développer l’ensemble des processus d’intégration, d’extraction de données et/ou de reporting (rapports et tableaux de bord) de formats statiques (Excel…) ou dynamiques ;Restituer les résultats (rapports, présentations…) ;Business Intelligence : MSBI (SSIS, SSAS, SSRS), Power BI; SAP Business Object;Analyse : Statistiques, Data Mining;Modélisation : Data Warehousing, UML;Bases de données : SQL Server, Oracle MySQL, Microsoft Access;Systèmes : Windows 10, Server ;Programmation : SQL ,Python,R;Bureautique : Office 365,Robotic process automation : Power Automate, TASKT ;Avoir une bonne capacité d'analyse et de synthèse ;Force de proposition ;Autonomie ;Esprit d’équipe ;",CDI,https://www.rekrute.com/offre-emploi-ingenieur-industrialisation-data-bi-recrutement-alten-maroc-fes-128108.html,15/09/2021
Support IT Desk Francophone - Casablanca,null,null, De 1 à 3 ans ,Bac +3,Informatique,"De formation BAC +3 en informatique au minimum, vous justifiez d’une première expérience professionnelle probante dans un poste similaire (Service Desk,).Vous avez un esprit logique et êtes organisé ce qui vous permet d’identifier rapidement les problèmes des utilisateurs.Vous communiquez parfaitement en Français tant à l’orale qu’à l’écrit. La maitrise de l’anglais serait un plus.Vous maitrisez :Le diagnostic d'incidents et le ticketing ;L’environnement Windows ;Le Pack Office Microsoft et les outils bureautiques standards ;Les technologies réseaux et les outils de prise de main à distance.Savoir - faire Capacité à identifier les problèmesEsprit d’analyse et de synthèseAisance au téléphoneOrientation clientSens de la communicationSavoir - être RigueurOrganisation et réactivitéCapacité d’écouteAttitude positiveDynamismeCapacité d’adaptation",CDI,https://www.rekrute.com/offre-emploi-support-it-desk-francophone-recrutement-confidentiel-casablanca-127728.html,15/09/2021
Ingénieur DevOps - Casablanca,Sofrecom Services Maroc,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc", De 3 à 5 ans ,Bac +5 et plus,Informatique,"De formation Bac+5 en Ingénierie informatique avec une première expérience de 3 ans dans un poste similaire.Compétences recherchées :o Pythono MySQL PostgreSQLo Html, CSS, JavaScripto Django, Django Rest Frameworko GitLab, Ansible, DockerVous maitrisez l’exploitation des serveurs Linux et plus spécialement les socles Debian/Ubuntu.Vous avez des connaissances sur les bases postgresql et vous êtes à l’aise avec l’outil Git.Vous avez déjà utilisé des forges logicielles comme gitlab ou github.Vous êtes dynamique, curieux et avez envie d’apprendre dans un contexte très technique.",CDI,https://www.rekrute.com/offre-emploi-ingenieur-devops-recrutement-sofrecom-services-maroc-casablanca-128634.html,15/09/2021
Ingénieur système embarqué MBD / Architecture EE - rabat,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé d'un Bac + 5 en Systèmes embarqués, électrique, electronique avec minimum 2 ans expérience .Compétences requises :Expériences pratiques en modélisation avec Matlab/Simulink.Connaissance de l'architecture EE "" éléctrique électronique"" du VéhiculeMaitrise des langages Embarqués C/C++, Python, …Bonne connaissances en Bus de communication (CAN, CAN FD, Ethernet, FlexRay, LIN, SPI, …)Maitrise des outils VECTOR CANoe, CANalyzer, …Expérience dans l'Automobile et la connaissance des normes et standards du secteur (AUTOSAR, MISRA, ISO26262, MAB Guideline, …)Bon niveau de connaissance en Diagnostic.Expérience pratique d’analyse des défauts (Defects) et de reporting.Connaissances en architecture des Microcontrôleurs.Connaissance en AUTOSAR and Adaptive AUTOSARMaitrise du Cycle de développement logiciel des systèmes embarqués.Soft Skills : Méthodique, structuré et indépendant, ainsi qu’une bonne compétence en communication, autonome, capacité d’analyse et de synthèseFrançais/Anglais(Obligatoire)",CDI,https://www.rekrute.com/offre-emploi-ingenieur-systeme-embarque-mbd-architecture-ee-recrutement-alten-maroc-rabat-127552.html,15/09/2021
Assistant et support aux métiers DVDM ( H/F) - Rabat,null,null, De 3 à 5 ans ,Bac +5 et plus,Informatique,"Bac+5 en informatique en provenance d’une grande école d'ingénieur ou équivalent.Expérience dans le support utilisateur/ métier de l'assurance, assistance fonctionnelle ou testeur voulant basculer sur l'assistance fonctionnelle.Connaissance des périmètres CSI (conquête/gestion) et amplitude.Capacité à s'adapter à des outils IT multi environnements (Mainframe, Salesforce, Silva, JIRA...)Capacité d'innovation et force de proposition dans le cadre de la transformation de la DSIAdapter la communication à tout type d'interlocuteur avec un langage compréhensible par les métiers aussi bien à l'écrit qu'à l'oral",CDI,https://www.rekrute.com/offre-emploi-assistant-et-support-aux-metiers-dvdm-hf-recrutement-confidentiel-rabat-128975.html,15/09/2021
Ingénieur développement et support logiciel - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé Bac + 5, spécialisé en informatique avec une première expérience en développement ou support logiciel.Compétences requises:Maitrise de la programmation orientée objetMaitrise parfaite de l’un ou de l’ensemble de ces langages de programmation : C++, C# et PHP (Orienté objet).Bonne connaissance sur les outils de versionning(Git,SVN)Connaissance générale sur l’automobileBonne connaissance de la méthode SCRUM AgileBon niveau d’anglaisCompétences comportementales :Bonne communicationCuriosité technique et scientifiqueAptitude à travailler en équipeCapacités d’analyse et de synthèse -> comprendre les problèmes des autres et savoir les cadrer selon ses propres contraintesAutonome -> être capable de chercher des solutions et alerter/demander de l'aide au bon momentMéthodique -> savoir gérer sa charge et ses prioritésRigoureux -> garantir les résultats, reporter son activité avec précision",CDI,https://www.rekrute.com/offre-emploi-ingenieur-developpement-et-support-logiciel-recrutement-alten-maroc-fes-127112.html,15/09/2021
Concepteur Câblages 2D - Rabat,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé Bac + 3/5 , électrique , industriel ou autres avec une premiere expérience similaire significative.Compétences requises:Vous possédez une bonne connaissance de la conception de câblages faisceaux ;Vous maitrisez parfaitement le logiciel Harness XC (CAPITAL H / CAPITAL M)Bon niveau de Communication en Anglais/ Français.",CDI,https://www.rekrute.com/offre-emploi-concepteur-cablages-2d-recrutement-alten-maroc-rabat-127116.html,15/09/2021
Integrated Logistic Support - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé Bac + 5, spécialisé en industriel, mécatronique avec au moins 2 ans d'expérience .Compétences requises :Anglais impératif à l’écrit et à l’oralMaintenance préventive et correctiveAnalyse fonctionnelleConnaissances Microsoft office ( excel approfondi ) , PROVIDOR, LCC",CDI,https://www.rekrute.com/offre-emploi-integrated-logistic-support-recrutement-alten-maroc-fes-128232.html,15/09/2021
Embedded Software Test engineer - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 3 à 5 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé Bac + 5, spécialisé en systèmes embarqués de 1 an à 5 ans d'expérience .Compétences requises:Connaissance des standards du développement embarqué automobile (Aspice / MISRA, …)Maitrise de l’approche V&VMaitrise du Cycle en V, Canalyser,Expérience en bancs de test et protocoles de communication (CAN, LIN, SPI,...)Bonne capacité de synthèseTrès bon niveau de communicationTrès niveau d’anglais et FrançaisCompétences appréciées:Connaissance en ADAS,Curiosité et esprit d’initiative,Capacité d'analyse et de critique,Extrême rigueur et sens de l’organisation",CDI,https://www.rekrute.com/offre-emploi-embedded-software-test-engineer-recrutement-alten-maroc-fes-127604.html,15/09/2021
Développeur Power BI - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, Moins de 1 an ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé Bac + 5, spécialisé en informatique avec au moins 1 an d'expérience .Compétences requises:Solide connaissance de la BISavoir développer des tableaux de bord et des rapports à l’aide de PowerBIMaitrise des langages de programmation VB.Net et VBAMaitrise des bases de données relationnellesSolide maitrise du langage SQLBonne maitrise de l’outil Excel (Tableaux croisés dynamiques, et Macros VBA)Compétences appréciées :Connaissance d'autres outils de visuoalisation BI(SAP BO, Tableau...)Connaissance des différentes architectures des applicationsConnaissance en d’autres langages de programmation orientée objet (Python, java, C# …)Connaissance de la méthode AgileSoft-Skills :Avoir un très bon niveau de communication en Français (à l’orale et à l’écrit)Avoir un bon niveau en Anglais (possibilité d’animer des réunions en anglais + rédaction de mails et documents)Avoir un bon sens d’analyse et de synthèseEtre force de propositionPouvoir travailler avec des équipes à distanceSavoir gérer des priorités et veiller au respect des délaisPolyvalence et ouverture sur d’autres technologiesExtrême rigueur et sens de l’organisation.",CDI,https://www.rekrute.com/offre-emploi-developpeur-power-bi-recrutement-alten-maroc-fes-128169.html,15/09/2021
Ingénieur Sénior Systèmes Embarqués MBD - Rabat,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 10 à 20 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé d'un Bac + 5 en Systèmes embarqués, électrique, Mécanique avec minimum 10 ans d'expérience .Compétences requises :Expériences pratiques en modélisation avec Matlab/Simulink dans plusieurs domaines et environnements de travail.Maitrise des langages Embarqués C/C++, Python, …Maitrise des protocoles de communication automobile (CAN, CAN FD, Ethernet, LIN, SPI, …)Maitrise des outils VECTOR CANoe, CANalyzer, …Culture Automobile et du secteurMaitrise des normes et standards associés (AUTOSAR, MISRA, ISO26262, MAB Guideline, …)Maitirse du defect life cycle & test life cycle.Maitrise en architecture des Microcontrôleurs.Maitrise du Cycle de développement logiciel des systèmes embarqués.Soft Skills : Méthodique, structuré et autonome avec une capacité d’analyse et de synthèseBonne compétence en communication,Bon niveau en Français & Anglais",CDI,https://www.rekrute.com/offre-emploi-ingenieur-senior-systemes-embarques-mbd-recrutement-alten-maroc-rabat-127551.html,15/09/2021
Ingénieur en développement C++/C# - Fès,ALTEN Maroc,Parc Fès Shore Parc- Route sidi Hrazem - Fès - Maroc, De 1 à 3 ans ,"Bac +5 et plus
                                     - Ecole d'ingénieur",Informatique,"Diplômé Bac + 5, spécialisé en informatique avec une première expérience en développement ou support logiciel.Compétences requises:Maitrise de la programmation orientée objetMaitrise parfaite de l’un ou de l’ensemble de ces langages de programmation : C++, C# et PHP (Orienté objet).Bonne connaissance sur les outils de versionning(Git,SVN)Connaissance générale sur l’automobileBonne connaissance de la méthode SCRUM AgileBon niveau d’anglaisCompétences comportementales :Bonne communicationCuriosité technique et scientifiqueAptitude à travailler en équipeCapacités d’analyse et de synthèse -> comprendre les problèmes des autres et savoir les cadrer selon ses propres contraintesAutonome -> être capable de chercher des solutions et alerter/demander de l'aide au bon momentMéthodique -> savoir gérer sa charge et ses prioritésRigoureux -> garantir les résultats, reporter son activité avec précision",CDI,https://www.rekrute.com/offre-emploi-ingenieur-en-developpement-cc-recrutement-alten-maroc-fes-128507.html,15/09/2021
