Title,Company,Location,Experience,Studies-level,Domain,Requirements,Contract,Links,Date
Stage de pré-embauche Développeur informatique,Yarmo,Casablanca,null,Pas important,Informatique - Développement,"YARMO Startup basée à Casablanca recherche un(e) stagiaire en développement informatique.
En formation développement informatique
Vous avez une bonne connaissance des langages: HTML, CSS, PHP, MySQL, Python, Saas
Vous avez une bonne connaissance des formats: XML, JSON, Rest-API
Vous avez une bonne connaissance des frameworks PHP et Pytho",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8813548/Stage-de-prÃ©-embauche-DÃ©veloppeur-informatique.html,19-09-2021
Développeur informatique junior,Yarmo,Casablanca,null,Pas important,Informatique - Développement,"YARMO startup basée à Casablanca recherche un développeur informatique junior.
Vous justifiez d'une expérience professionnelle significative. Issu(e) d'une formation dans la programmation informatique.

· Votre sens de l'organisation, votre ténacité, votre ouverture d'esprit ainsi que votre sens du service sont vos principaux atouts.
Vous occuperez un poste central qui vous permettra de monter en compétences et en responsabilités afin de vous épanouir professionnellement.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8813547/DÃ©veloppeur-informatique-junior.html,19-09-2021
Stagiaire secrétaire de direction,EBM info tech,Casablanca,null,Niveau Bac,Assistant(e) / Secrétaire de direction,Entreprise EBM INFO TECH situé à Casablanca Hay sedri cherche une stagiaire pour poste secrétaire de direction.,Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8813468/Stagiaire-secrÃ©taire-de-direction.html,19-09-2021
Commercial IT,AT MEDIA,Casablanca,null,Bac plus 2,Commercial IT/Agence Com,Nous recherchons un Commercial IT sur Casablanca . Le ou La candidate doivent avoir une expérience de minimum 2 ans.,A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8812966/Commercial-IT.html,19-09-2021
Développeur Web (H/F),AT MEDIA,Casablanca,null,Bac plus 2,Informatique - Développement,"Nous recrutons un développeur WEB  sur Casablanca, ayant minimum un Bac+2 et 1 an d'expérience.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8812961/DÃ©veloppeur-Web-(HF).html,19-09-2021
Marketing Content Creator / Copywriter,Ecomus,Agadir,null,Pas important,Marketing/Communication,"En tant qu’une société spécialisée dans le domaine de l’E-Commerce, nous cherchons un profil bien expérimenté dans la conception et création de contenu marketing des landing pages, la rédaction des pages descriptives des produits et le copywriting pour les compagnes publicitaires.

Le poste est basé à Ait Melloul, si vous êtes intéressé, veuillez nous envoyer votre CV.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8812946/Marketing-Content-Creator-Copywriter.html,19-09-2021
développeur informatique ,INT ASSISTANCE,Agadir,null,Bac plus 3,Informatique - Développement,"L'entreprise [int assistance] spécialisée dans [assistance] recherche pour son siège social un garçon et une fille.tâches : développeur informatiquesous la responsabilité du chef de service, vous vous occuperez de système informatique ,métrisé java,PhP, application mobile,....profil souhaité :titulaire bac+3. être résident dans les régions et les quartiers voisins, s’il habite loin du lieu de travail (lirak) il sera responsable des frais de transport ou avoir un moyen de transport, votre aisance relationnelle, votre dynamisme et votre polyvalence vous permettront d'être rapidement autonome.*expérience au moine de 2ans.*stage 1 mois rémunéré d’un montant de 1000dh.*contrat Anapec à durée déterminée du (6 mois).horaires de 44 heures par semaine, 8h par jour, 1 jour de repos par semaine.*Merci de m'envoyer vous Cv*Le poste a agadir.",Anapec,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8792810/dÃ©veloppeur-informatique.html,19-09-2021
développeur informatique ,INT ASSISTANCE,Agadir,null,Bac plus 2,Informatique - Développement,"L'entreprise [int assistance] spécialisée dans [assistance] recherche pour son siège social un garçon et une fille.
tâches : développeur informatiquesous la responsabilité du chef de service, vous vous occuperez de système informatique ,métrisé java,PhP, application mobile,....profil souhaité :titulaire bac+3. être résident dans les régions et les quartiers voisins, s’il habite loin du lieu de travail (lirak) il sera responsable des frais de transport ou avoir un moyen de transport, votre aisance relationnelle, votre dynamisme et votre polyvalence vous permettront d'être rapidement autonome.*expérience au moine de 2ans.*stage 1 mois rémunéré d’un montant de 1000dh.*contrat Anapec à durée déterminée du (6 mois).horaires de 44 heures par semaine, 8h par jour, 1 jour de repos par semaine.
*Merci de m'envoyer vous Cv*Le poste a agadir.",Anapec,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8799139/dÃ©veloppeur-informatique.html,18-09-2021
Offre stage développement informatique rémunéré,J2HB,Fès,null,Bac plus 3,Informatique - Développement,La Société J2HB recherche deux stagiaires en Developpement informatique pour une période de 3 mois qui ont des connaissances en:Un développeur PHP/Laravel:- PHP/Laravel- Html/JS Framework (React ou Angular)Un développeur desktop:- Python (Kivy/pyQT)Lieu: FésMerci de envoyez voz CV par email,Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8792509/Offre-stage-dÃ©veloppement-informatique-rÃ©munÃ©rÃ©.html,18-09-2021
Sociale Media Manager à Marrakech,société,Marrakech,null,Bac plus 4,Marketing/Communication,"Restaurant à Marrakech est actuellement à la recherche d'une Sociale Media Manager.missions:-exécution du plan marketing;-rédaction de contenu;-participation au développement de la stratégie de communication;-coordination avec les parties prenantes;-planification et diffusion des campagnes publicitaires;-planification et diffusion des campagnes emailing, smsing, etc.. ;-participation à l'élaboration des fiches produits. catalogues;-piloter la présence social media;-etude de marché et veille concurrentielle ;profil recherché:-bac+4 et plus en marketing et communication ;-expérience de 2 ans minimum dans une agence de communication ;-maîtrise des techniques rédactionnelles;-maîtrise des outils digitales, google ads, facebook ads,etc..;veuillez nous faire parvenir vos demandes de candidatures et cv par mail.nous vous remercions d'avance.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8743893/Sociale-Media-Manager-Ã -Marrakech.html,18-09-2021
INFORMATICIEN ,ENTREPRISE INDUSTRIELLE,Marrakech,null,Bac plus 3,Informatique - Développement,nous sommes une société industrielle à la recherche d'un(e) informaticien(e) avec un minimum d'expérience de 2 ans,A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8812159/INFORMATICIEN.html,18-09-2021
Offre stage pré embauche infographiste,centre de formation,Casablanca,null,Bac plus 2,Informatique - Webdesign/Infographie,"Centre de formation à Zerktouni a la recherche d'un infographiste avec ou sans expérience pour un stage pré embauche.Au sein du service communication, vous intervenez notamment sur les missions suivantes :-Conception de supports de communication print (Logo, flyers, plaquettes, infographie...-Création de contenus visuels ( Réseau sociaux et site web )-Montage vidéoProfil recherchéNous recherchons un(e) candidat(e) autonome, aimant travailler en équipe, curieux, dynamique et créatif.Vous maitrisez les logiciels de la suite Adobe (Photoshop, InDesign, Illustrator...)Vous avez une appétence pour le web et les réseaux sociaux envoyez nous votre candidature via le site .",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8812122/Offre-stage-prÃ©-embauche-infographiste.html,18-09-2021
Offre stage pré-embauche en système et réseau informatique,fastsi,Casablanca,null,Pas important,Informatique - Systèmes/Réseaux,"Nous sommes une société de service informatique basée à casablanca, nous cherchons un(e) jeune diplômé(e) en système et réseau informatique, pour un stage pré embauche, merci d'envoyer votre cv via marocannonces.com",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8412605/Offre-stage-prÃ©-embauche-en-systÃ¨me-et-rÃ©seau-informatique.html,18-09-2021
Technicien en système et réseau informatique,Lowcost,Casablanca,null,Pas important,Informatique - Systèmes/Réseaux,"Nous sommes une société de service en informatique et réseau basée à casablanca, nous cherchons un jeune diplômé en système et réseau informatique, pour un stage pré embauche,<br>Merci d'envoyer votre cv via marocannonces.com",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8701435/Technicien-en-systÃ¨me-et-rÃ©seau-informatique.html,18-09-2021
Offre stage pré embauche infographiste,Agence de communication à Oulfa,Casablanca,null,Bac plus 2,Informatique - Webdesign/Infographie,"Une agence de communication à Oulfa a la recherche d'un infographiste avec ou sans expérience pour un stage pré embauche.
Au sein du service communication, vous intervenez notamment sur les missions suivantes :
-Conception de supports de communication print (Logo, flyers, plaquettes, infographie...
-Création de contenus visuels ( Réseau sociaux et site web ) 
-Montage vidéo 

Profil recherché
Nous recherchons un(e) candidat(e) autonome, aimant travailler en équipe, curieux, dynamique et créatif.
Vous maitrisez les logiciels de la suite Adobe (Photoshop, InDesign, Illustrator...) 
Vous avez une appétence pour le web et les réseaux sociaux envoyez nous votre candidature via le site .",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811844/Offre-stage-prÃ©-embauche-infographiste.html,17-09-2021
Informaticien - inforgrahiste ,Laboratoire Pharmaceutique,Bouskoura,null,Bac plus 2,Informatique - Webdesign/Infographie,"Mission : 
Développement de site web et les réseaux sociaux 
Conception 
Lieu de travail : Bouskoura",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811828/Informaticien-inforgrahiste.html,17-09-2021
Offre stage pré embauche infographiste,Agence de communication à Oulfa,Casablanca,null,Bac plus 2,Informatique - Webdesign/Infographie,"Une agence de communication à Oulfa a la recherche d'un infographiste avec ou sans expérience pour un stage pré embauche.
Au sein du service communication, vous intervenez notamment sur les missions suivantes :
-Conception de supports de communication print (Logo, flyers, plaquettes, infographie...
-Création de contenus visuels ( Réseau sociaux et site web ) 
-Montage vidéo 

Profil recherché
Nous recherchons un(e) candidat(e) autonome, aimant travailler en équipe, curieux, dynamique et créatif.
Vous maitrisez les logiciels de la suite Adobe (Photoshop, InDesign, Illustrator...) 
Vous avez une appétence pour le web et les réseaux sociaux envoyez nous votre candidature via le site .",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811838/Offre-stage-prÃ©-embauche-infographiste.html,17-09-2021
Offre stage pré-embauche en développement web,wex,Casablanca,null,Pas important,Informatique - Développement,"Dans le cadre de notre développement, Nous recrutons un(e)développeur (se) WEB pour rejoindre notre équipe à Casablanca .Missions :Intégration des maquettes graphiques.Analyser les besoins et choisissez la solution technique la mieux adaptée.Participer au développement des modules fonctionnels des applications web.Participation également à l’analyse, au développement et à la maintenance des plateformes web.Profil recherché :Bon maîtrise de PHP, HTML5, CSS3 et JS.Bonne connaissance des CMS(WordPress, PrestaShop, Open Cart).Bonne connaissance en Laravel / CodeIgniter.Une forte autonomie et une capacité à chercher les solutions techniques aux problèmes posés.",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8592768/Offre-stage-prÃ©-embauche-en-dÃ©veloppement-web.html,17-09-2021
Développeur informatique ,Vision BC,Casablanca,null,Bac plus 3,Informatique - Développement,"Vous maitrisez bien la programmation en utilisant les dernières technologies, vous voulez participer à un projet passionnant et ambitieux, cette annonce est faite pour vous.

Nous sommes à la recherche d'une personne titulaire d'un bac+3 en développement informatique

Avoir une bonne élocution en français",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811714/DÃ©veloppeur-informatique.html,17-09-2021
développeur web ,safa study,Marrakech,null,Bac plus 2,Informatique - Développement,Nous sommes à la recherche de profils suivant sur Marrakech: développeur bac+3 avec une expérience justifier qui maîtrise parfaitement:création des site web photoshopSEO création d'application mobileRéseaux sociaux,CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811603/dÃ©veloppeur-web.html,17-09-2021
Assistante de direction ,Artlink,Mohammedia,null,Bac plus 2,Assistant(e) / Secrétaire de direction,"•	ARTLINK Société spécialisée dans la communication et la publicité sur internet  basé à Mohammedia cherche une Assistante de Direction, pour un stage de 3 mois.
	•	Bonnes connaissances en outils informatique ... nous vous demandons de bien vouloir  nous envoyer votre dossier complet par E-mail, CV, photo",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811560/Assistante-de-direction.html,17-09-2021
TECHNICIEN RESEAUX,TDC,Tanger,null,Bac plus 2,Informatique - Systèmes/Réseaux,"Personne installé sur Tanger pour un nouveau débauché 
Mission :
Installer et mettre en service des systèmes de réseaux informatiques et de télécommunications en suivant les procédures établies dans l'entreprise 
intervenir en cas de panne, diagnostiquer et résoudre les dysfonctionnements,",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811487/TECHNICIEN-RESEAUX.html,17-09-2021
Technicienne helpdesk,ACS,Rabat,null,Bac plus 2,Informatique - Systèmes d'Information,"Descriptif de poste : Intervenir en tant que partenaire des utilisateurs sur les missions suivantes :
·       Assistance et support helpdesk N1
·       Saisie et diagnostic des incidents d’accès pour résolution
·       Accompagnement des utilisateurs jusqu’à la clôture de l’incident.
·       Le technicien prendra en charge les incidents qu’il recevra par téléphone et par mail.
·       Il est le point d’entrée unique de toutes les demandes des utilisateurs selon les besoins.
·       Le technicien sera responsable de l’ouverture, du traitement, de la résolution et de la clôture du ticket (même si le ticket doit être transféré)

           Profil : Bac+ 2 ou plus.
         Expérience : 1 an minimum dans un poste similaire, Exemple :
·       HelpDesk/ Service de Support (n’importe quelle industrie)
·       Service clientèle
·       Relations publiques

         Langues : Français & Anglais (niveau opérationnel) capable de soutenir une conversation téléphonique - comprendre et se faire comprendre, diagnostiquer et résoudre.
         Compétences Fonctionnelles minimum :
·       Sens du service
·       Connaissance des processus d’un service desk
·       Bonne rédaction (rédiger des mails aux utilisateurs et mise-à-jour des tickets)
·       Bonne présentation verbale et écrite

          Compétences appréciées :
·       Capable d'évoluer dans un environnement VIP
·       Capable de gérer le stress
·       Autonomie et rigueur",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811448/Technicienne-helpdesk.html,17-09-2021
Stagiaire Infographiste,Flaha.ma,Casablanca,null,Pas important,Informatique - Webdesign/Infographie,"Nous recrutons un (e) stagiaire infographiste, maîtrisant la création et la conception. Le candidat doit être très à l'aise avec les logiciels Photoshop, Illustrator, in design, after effects, aussi une bonne connaissance des réseaux sociaux.",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811288/Stagiaire-Infographiste.html,17-09-2021
 Chef de projet SEO,E réputation Riposte,Tout le Maroc,null,Bac plus 4,Informatique - Développement,"E réputation Riposte recherche son futur Chef de projet SEOVous devez être autonome et aimer le travail en équipe ainsi que la gestion de plusieurs projets de front. Vous justifiez d'une expérience significative dans le SEO et connaissez un peu les problématiques d'E réputation.Capable de montrer des résultats atteints lors de vos précédents postes, vous n'avez pas peur d'explorer des territoires encore inconnus.Merci de nous communiquer impérativement vos références réalisées.Parmi les missions qui vous seront confiées :- Réalisation d'audits SEO (technique / sémantique / netlinking)- Préconisations, mise en application ou suivi de leur application par les clients- Mise en place de stratégies de netlinking- Conception de stratégies d'acquisition de trafic- Contribution à l'amélioration continue des process SEO- Activités de R&D SEO en équipe (déterminées par le directeur d'agence) et en individuel (déterminées par vous même)Vous êtes toujours intéressé ?Vous êtes disponible, curieux, malin ?Envoyez-nous votre CV et vos prétentions salariales.Réponse assurée.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811274/Chef-de-projet-SEO.html,17-09-2021
RESPONSABLE TECHNICIEN(NE) HOTLINE,BENYTEC,Marrakech,null,Bac plus 4,Direction/Resp. Co. et Centre de Profit,"Description du posteBENNYTEC est un acteur majeur de la digitalisation des restaurants. Depuis 2016, nous équipons des milliers de restaurants grâce à nos solutions 360 : bornes de commandes, logiciels d’encaissements, Click&Collect, Data Analyse, etc.Afin de poursuivre notre croissance, nous recherchons un(e) Responsable technicien(ne) Hotline, vous aurez pour missions principales :- Manager l'activité support- Faire évoluer votre équipe et son organisation- Réaliser des rapports d'activité- Intervenir en assistance aux utilisateurs- Traiter les demandes de support- Préparation, installation et configuration du matériel informatique- Suivi des comptes utilisateurs- Assurer un soutien technique au service des opérationnels- Adapter et mettre à jour la documentation utilisateur (procédure, manuel utilisateurs, ...)Profil recherchéDe formation de niveau Bac+4/Bac+5 en Informatique, vous disposez de connaissances de bases en IT et particulièrement en réseaux.Connaissances exigées :Mise en place d’équipements en réseau (switch, routeurs, etc.)Connaissances en système d’exploitation (Windows, Ubuntu)Connaissance en scripting BASH/BATCHRigoureux et organiséMaitrise de la langue françaiseExpériences en centre d’appelVous maîtrisez l’environnement poste de travail, vous avez le sens du relationnel et du service clients.Informations utiles• Localisation : Marrakech• Contrat :CDI • Fonction : Informatique - Systèmes/Réseaux• Secteur : Restaurationest à pourvoir dès que possible.Type d'emploi : Temps plein, CDI",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811154/RESPONSABLE-TECHNICIEN(NE)-HOTLINE.html,17-09-2021
Offre de Stage webdesigner/infographiste,Confidentiel,Marrakech,null,Bac plus 2,Informatique - Webdesign/Infographie,"Agence de communication  basé à Marrakech
Cherche Un/Une infographiste.
    -Formation bac+2/3 en infographie.
    -Réactif, créatif, intuitif
    -Vous avez une parfaite maîtrise des logiciels de traitement et de création de l’image (adobe, photoshop, illustrateur).-vous êtes dynamique, disponible et sérieuse.
envoyer cv via ce site.",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811121/Offre-de-Stage-webdesignerinfographiste.html,17-09-2021
"Technicienne hotline bac +4, bac +5",BENYTEC,Marrakech,null,Pas important,SAV/Hotline/Téléconseiller,"BENYTECH est un acteur majeur de la digitalisation des restaurants. Depuis 2016, nous équipons des milliers de restaurants grâce à nos solutions 360 : bornes de commandes, logiciels d’encaissements, Click&Collect, Data Analyse, etc.Afin de poursuivre notre croissance, nous recherchons un(e) technicien(ne) en tant que technicien(ne) Hotline, vous aurez pour missions principales :- Intervenir en assistance aux utilisateurs- Traiter les demandes de support- Préparation, installation et configuration du matériel informatique- Suivi des comptes utilisateurs- Assurer un soutien technique au service des opérationnels- Adapter et mettre à jour la documentation utilisateur (procédure, manuel utilisateurs, ...)Profil recherchéDe formation de niveau Bac+4/Bac+5 en Informatique, vous disposez de connaissances de bases en IT et particulièrement en réseaux.Connaissance exigées :Mise en place d’équipements en réseau (switch, routeurs, etc.)Connaissances en système d’exploitation (Windows, Ubuntu)Connaissance en scripting BASH/BATCHRigoureux et organiséMaitrise de la langue françaiseExpériences en centre d’appelVous maîtrisez l’environnement poste de travail, vous avez le sens du relationnel et du service clients.Informations utiles• Localisation : Marrakech• Contrat :CDI• Niveau de qualification : Technicien Bac +4, Bac +5• Fonction : Informatique - Systèmes/Réseaux• Secteur : Restaurationest à pourvoir dès que possible.Type d'emploi : Temps plein, CDIType d'emploi : CDI",CDI,"https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811089/Technicienne-hotline-bac-4,-bac-5.html",17-09-2021
Gestionnaire éditorial,GlobalEtik,Tanger,null,Bac plus 5,Marketing/Communication,"Créée en 2011, GLOBAL ETIK est une agence digitale française basée à Tanger (Maroc). La société est spécialisée dans la production de sites Internet et le développement web, particulièrement orientée CMS de type WordPress, Drupal et Prestashop.Poste : Dans le cadre du développement de nos activités, nous recherchons un(e) stagiaire pour une durée de 3 mois rémunérés qui peut être renouvelée en fonction de la charge et des besoins de l’agence.",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811077/Gestionnaire-Ã©ditorial.html,17-09-2021
Développeurs JAVA/ JEE,SARL,Casablanca,null,Bac plus 5,Informatique - Développement,"on recrute actuellement différents profils à savoir :
- JAVA/ JEE
Merci de m'envoyer vos candidatures.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811070/DÃ©veloppeurs-JAVA-JEE.html,17-09-2021
Gèrant cyber,CYBER BARAKA,Casablanca,null,Pas important,Assistant/Ventes/Accueil,En cherche un personne pour gère un cyber café situe à Hay Hassani avec une connaissance en informatique et bureautique,A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8811051/GÃ¨rant-cyber.html,17-09-2021
infographiste ,S.A.R.L,Casablanca,null,Bac plus 2,Informatique - Webdesign/Infographie,"Notre Agence et atelier numérique cherche un/une Graphic Designer (Infographiste) avec expérience sur CasablancaMissions principales :- Mise en place d’une charte graphique, réalisation et création des différents supports de communication (flyers, packaging, plaquettes commerciales, dépliants, affiches publicitaires, logos,…).- Faire le suivi de toutes les étapes techniques et graphiques d’un projet.- Échanger avec la hiérarchie sur les objectifs du projet ; prendre connaissance des étapes et des délais de production.- Les compétences en montage vidéo et la 3D seront un atoutVotre CV",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810782/infographiste.html,17-09-2021
Développeur full stack web et mobile ,acg,Casablanca,null,Bac plus 3,Informatique - Développement,"Maitrise React et Node
Plus de 3 ans d'expérience 
Poste basé à Casablanca",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810770/DÃ©veloppeur-full-stack-web-et-mobile.html,17-09-2021
Technicien informatique,KSE CONSULTING,Autre ville,null,Bac plus 2,Informatique - Systèmes d'Information,"Pour le compte d'une entreprise spécialisée dans les emballages,recherche un technicien informatique avec une première expérience pour gérer le parc informatique du siège et des différents points de ventes sur le territoire national.le candidat devra obligatoirement habiter la region : Skhirate-Temara-Mohammediamerci d'envoyer vos cv en mettant obligatoirement comme objet : Recrutement IT EmballageToute demande reçue sans cet objet sera automatiquement rejetée.Pour les candidats retenus, une date de sélection sera communiquée ainsi que le plan d'accès.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810457/Technicien-informatique.html,16-09-2021
Chef de département sécurité,Label Vie,Rabat,null,Bac plus 5,Informatique - Systèmes d'Information,"Nous recrutons pour le compte de notre client un chef de département sécurité de formation ingénieur en informatique ayant 5 ans d'expérience dans un poste similaire .
Ayant comme principales missions :
-Analyser les risques liés aux systèmes d'information de l'entreprise et proposer des mesures correctives.
-Concevoir et gérer les procédures pour prémunir contre une intrusion ou un sinistre.
 -Installer les outils de sécurité informatique.
 -Surveiller les infrastructures et les faire évoluer avec l'entreprise.
 -Conseiller la direction informatique / la direction générale sur la sécurité informatique.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810187/Chef-de-dÃ©partement-sÃ©curitÃ©.html,16-09-2021
technicien réseau-informatique ,système discount info,Casablanca,null,Niveau Bac,Informatique - Systèmes/Réseaux,"Tâches & missions :
- Câblage et gestion d’un projet/ chantier installation réseau.
- Installation et maintenance des caméras de surveillance (interne et chez nos clients)
- Installation et réparation d’ordinateur, serveur et imprimante.
Détails :
Début : Dés que possible 
Localisation : Casablanca
Type de contrat : CDI avec une période d’essai.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810243/technicien-rÃ©seau-informatique.html,16-09-2021
ASSISTANT INFORMATIQUE,ANONYME,Tanger,null,Bac plus 2,Informatique - Développement,"Société installée sur Tanger, ouvre ses portes pour le recrutement des jeunes diplômés ; • titulaire d'un bac+2 diplômes scientifique, technique ou économique ou en développement/reseau informatique.
Veuillez envoyer vos cv.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810121/ASSISTANT-INFORMATIQUE.html,16-09-2021
FULL STACK DEVELOPER,EPM Venture,Oujda,null,Bac plus 3,Informatique - Développement,"EPM Venture est à la recherche d'un(e) développeur(se) web sur la ville de Oujda Afin d'agrandir notre équipe,.dynamique, curieux avec un esprit d’équipe, vous êtes capable de travailler en autonomie avec une bonne capacité d'analyse.Vos missions au quotidienVous intervenez dans la conception et la réalisation de logiciels informatiques. Pour ce faire, vos missions sont les suivantes :Participer à la conception,Assurer la bonne implémentation des solutions techniques,Développer les programmes en respectant coûts, délais et qualité,Réalisation des tests unitaires,Être force de proposition pour améliorer l'architecture technique et la qualité des développements.Création et mise à jour des applications webProfil recherché : FULL STACK DEVELOPER ;Entreprise : EPM VentureType de contract : CDISalaire : A discuterNiveau d'études : Bac + 2/+3",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810098/FULL-STACK-DEVELOPER.html,16-09-2021
Technicien Informatique,WB&C,Casablanca,null,Bac plus 2,Informatique - Systèmes/Réseaux,"WB&C recrute un Technicien Informatique (F/H)
Mission & Activités :

Au sein de la BU Support, vous allez gérer, sous l’encadrement de l’administrateur IT, l’entretien et la maintenance du matériel informatique et logiciels.
Vos missions :

- Gérer le matériel informatique : ordinateurs , réseaux, etc
- Assurer l'assistance à l'administrateur IT 
- Entretenir le matériel informatique (montage, installation, changement de pièces défectueuses, etc)
- Entretenir les logiciels utilisés à l’agence (Installation de logiciels, de système d’exploitation ou des mis à jour)
- Garantir l'inclinaison aux mises à jour constantes
- Assurer la maintenance (sauvegardes, débogage, les lags, les virus)
- Aider à la résolution des problèmes qui surviennent

Profil recherché :

- Vous avez un Bac+2 en informatique (Idéalement OFPPT)
- Vous avez une première expérience dans un poste similaire (Stages acceptés)
- Vous avez les compétences suivantes:
Compétences dans la gestion des ordinateurs, réseaux, etc.
Compétences dans l'assistance et l'entretien matériel et logiciel
Connaissance des systèmes d'exploitation (Windows, Mac, Linux)
Connaissance des logiciels et applications informatiques
Compétences en sécurité informatique
Capacités de communication et travail en équipe",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810047/Technicien-Informatique.html,16-09-2021
Développeur Full Stack,French Web,Marrakech,null,Bac plus 3,Informatique - Développement,"Vous êtes un développeur full-stack et vous recherchez un nouveau challenge?


VENEZ PARTICIPEZ A LA CROISSANCE DE L'ENTREPRISE


Vous avez un goût et une passion pour l’expérience utilisateur et vous avez de fortes capacités.


Missions et Compétences :


Développement web (front et back end)
Conception et développement de site web vitrine et e-commerce
Découpage et intégration maquette PSD, AI,
Participation aux phases de tests et de déploiement
Maintenance corrective et évolutive

Environnements techniques :

Technologie Front: Angular, React JS, React Native
Technologie Back: Laravel, Symfony, PHP
CMS: WordPress, Prestashop
Webservices/Rest, JavaScript/JQuery, CSS, HTML
SQL Server, MySQL

Profil :


Formation Bac+5
Niveau d’expérience : Min 2 ans d'expérience en Full-stack
Disponibilité : Immédiate
Durée : CDI

Qualités:


Autonome, rigoureux, exigeant
Motivé, enthousiaste et passionné
Ambitieux et travailleur

Vous devez avoir obligatoirement une expérience en ayant travaillé dans les environnements techniques requis. Si votre profil correspond à notre offre, envoyez nous votre CV, lettre de motivation et quelques références de projet sur lesquelles vous avez travaillés.

Type d’emploi
Temps plein",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8810039/DÃ©veloppeur-Full-Stack.html,16-09-2021
Agent traitement texte,3 media,Casablanca,null,Bac plus 2,Informatique - Systèmes d'Information,"Nous sommes un centre de copie  situé à Casablanca           2 mars.
 nous cherchons une fille maitrisée bien les  outils bureautique, traitement de texte en Français et en  Arabe, technique de vente et accueillir des clients",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8809950/Agent-traitement-texte.html,16-09-2021
Senior IT talent acquisition ,--,Casablanca,null,Bac plus 5,RH/Personnel/Formation,"Nous recherchons pour notre entité un senior IT talent acquisition basé à Casablanca et/ou Rabat
Anglais & Français courant",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8809935/Senior-IT-talent-acquisition.html,16-09-2021
responmarketing digital et cordinateur commercial ,magimag,Rabat,null,Bac plus 5,Marketing/Communication,"importante société informatique cherche pour son nouveau showroom un responsable marketing digital et animateur et coordinateur , il aura le rôle d augmenter la notoriété de la société et générer des revenus en vendant plus sur le net et se remarquer de la concurrence .  maitrise parfaite des outils pour une présence sur  les réseaux sociaux et optimisation  l de la visibilité du site web. esprit commercial et essencerie de 3 ans minimum est souhaité ainsi que celle des langues",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8809799/responmarketing-digital-et-cordinateur-commercial.html,16-09-2021
